Name,parameters
BBa_J61051,positive_regulators:1;negative_regulators:NA
BBa_K086017,positive_regulators:NA;negative_regulators:1
BBa_K091100,control:NA;direction:Forward;positive_regulators:NA;o_h:NA;negative_regulators:2;o_l:NA
BBa_K091146,negative_regulators:1;positive_regulators:1
BBa_K112118,positive_regulators:1;negative_regulators:2
BBa_K113009,positive_regulators:NA;negative_regulators:1
BBa_K117002,positive_regulators:1;negative_regulators:NA
BBa_K131017,positive_regulators:1;negative_regulators:NA
BBa_K1315006,direction:Forward;positive_regulators:PqsR;positive_regulators:Clp
BBa_K1315001,positive_regulators:NA;direction:NA;positive_regulators:PqsR;direction:Forward
BBa_K1342004,n/a:zinP+R.B.S
BBa_K1442033,n/a:C2 3'UTR Promoter for RdRP;n/a:3UTR (C2)
BBa_K1442103,n/a:Reverse 5UTR
BBa_K1442108,n/a:3UTR (C2) with hairpin
BBa_K1537016,n/a:GSG linker+P2A
BBa_K1537017,n/a:GSG linker+T2A
BBa_K530004,n/a:STM1 Promoter
BBa_K541503,signalling_molecule:NA
BBa_K817002,n/a:PfadBA
BBa_K873002,"control:temperature;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_R0052,positive_regulators:NA;negative_regulators:1
BBa_R0061,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R0063,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R0065,negative_regulators:1;positive_regulators:1
BBa_R0062,"direction:Forward;o_h:NA;control:luxR, HSL;o_l:NA;negative_regulators:NA;positive_regulators:1"
BBa_R0073,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R0074,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R0077,biology:NA;direction:Forward
BBa_R0078,biology:NA;positive_regulators:1;negative_regulators:NA;direction:Forward
BBa_R0079,direction:Forward;o_h:NA;control:PAI;o_l:NA;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_R0080,control:araC;direction:Forward;o_h:NA;o_l:NA;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_R0081,biology:NA;direction:Forward
BBa_R0071,biology:NA;positive_regulators:1;negative_regulators:NA;direction:Forward
BBa_R0083,biology:NA;positive_regulators:1;negative_regulators:NA;direction:Forward
BBa_R0082,biology:NA;positive_regulators:1;negative_regulators:NA;direction:Forward
BBa_R0084,biology:NA;positive_regulators:1;negative_regulators:NA;direction:Forward
BBa_R0085,positive_regulators:NA;negative_regulators:NA
BBa_R1050,positive_regulators:NA;negative_regulators:1
BBa_R1051,positive_regulators:NA;negative_regulators:1
BBa_R2002,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R1062,positive_regulators:1;negative_regulators:NA
BBa_R2001,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_R2109,positive_regulators:NA;negative_regulators:1
BBa_R2000,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_I12001,positive_regulators:NA;negative_regulators:1
BBa_I1051,negative_regulators:1;positive_regulators:1
BBa_I10498,positive_regulators:1;negative_regulators:NA
BBa_I12212,positive_regulators:NA;negative_regulators:1;biology:NA;direction:Forward
BBa_I12219,biology:NA;direction:Forward
BBa_I13406,positive_regulators:1;negative_regulators:NA
BBa_I714889,positive_regulators:NA;negative_regulators:1
BBa_I712004,positive_regulators:NA;negative_regulators:NA
BBa_I714924,positive_regulators:NA;negative_regulators:2
BBa_I715003,positive_regulators:NA;negative_regulators:1
BBa_I723011,positive_regulators:-1;negative_regulators:-1
BBa_I721001,positive_regulators:1;negative_regulators:NA
BBa_I723020,positive_regulators:1;negative_regulators:NA
BBa_I723013,positive_regulators:-1;negative_regulators:-1
BBa_I723018,positive_regulators:-1;negative_regulators:-1
BBa_I732200,positive_regulators:NA;negative_regulators:1
BBa_I732201,positive_regulators:NA;negative_regulators:1
BBa_I732021,positive_regulators:NA;negative_regulators:NA
BBa_I732202,positive_regulators:NA;negative_regulators:1
BBa_I732203,positive_regulators:NA;negative_regulators:1
BBa_I732204,positive_regulators:NA;negative_regulators:1
BBa_I732207,positive_regulators:NA;negative_regulators:1
BBa_I732206,positive_regulators:NA;negative_regulators:1
BBa_I732270,positive_regulators:NA;negative_regulators:1
BBa_I732272,positive_regulators:NA;negative_regulators:1
BBa_I732271,positive_regulators:NA;negative_regulators:1
BBa_I732273,positive_regulators:NA;negative_regulators:1
BBa_I732274,positive_regulators:NA;negative_regulators:1
BBa_I732275,positive_regulators:NA;negative_regulators:1
BBa_I732276,positive_regulators:NA;negative_regulators:1
BBa_I732277,positive_regulators:NA;negative_regulators:1
BBa_I732279,positive_regulators:NA;negative_regulators:1
BBa_I732278,positive_regulators:NA;negative_regulators:1
BBa_I732301,positive_regulators:NA;negative_regulators:2
BBa_I732302,positive_regulators:NA;negative_regulators:2
BBa_I732303,positive_regulators:NA;negative_regulators:2
BBa_I732304,positive_regulators:NA;negative_regulators:2
BBa_I732305,positive_regulators:NA;negative_regulators:2
BBa_I732306,positive_regulators:NA;negative_regulators:2
BBa_I732351,positive_regulators:NA;negative_regulators:2
BBa_I732400,positive_regulators:NA;negative_regulators:2
BBa_I732401,positive_regulators:NA;negative_regulators:2
BBa_I732402,positive_regulators:NA;negative_regulators:2
BBa_I732404,positive_regulators:NA;negative_regulators:2
BBa_I732405,positive_regulators:NA;negative_regulators:2
BBa_I732406,positive_regulators:NA;negative_regulators:2
BBa_I732407,positive_regulators:NA;negative_regulators:2
BBa_I732408,positive_regulators:NA;negative_regulators:2
BBa_I732409,positive_regulators:NA;negative_regulators:2
BBa_I732403,positive_regulators:NA;negative_regulators:2
BBa_I732410,positive_regulators:NA;negative_regulators:2
BBa_I732352,positive_regulators:NA;negative_regulators:2
BBa_I732411,positive_regulators:NA;negative_regulators:2
BBa_I732413,positive_regulators:NA;negative_regulators:2
BBa_I732412,positive_regulators:NA;negative_regulators:2
BBa_I732414,positive_regulators:NA;negative_regulators:2
BBa_I732415,positive_regulators:NA;negative_regulators:2
BBa_I732416,positive_regulators:NA;negative_regulators:2
BBa_I732417,positive_regulators:NA;negative_regulators:2
BBa_I732418,positive_regulators:NA;negative_regulators:2
BBa_I732419,positive_regulators:NA;negative_regulators:2
BBa_I732421,positive_regulators:NA;negative_regulators:2
BBa_I732420,positive_regulators:NA;negative_regulators:2
BBa_I732422,positive_regulators:NA;negative_regulators:2
BBa_I732423,positive_regulators:NA;negative_regulators:2
BBa_I732424,positive_regulators:NA;negative_regulators:2
BBa_I732426,positive_regulators:NA;negative_regulators:2
BBa_I732427,positive_regulators:NA;negative_regulators:2
BBa_I732425,positive_regulators:NA;negative_regulators:2
BBa_I732428,positive_regulators:NA;negative_regulators:2
BBa_I732429,positive_regulators:NA;negative_regulators:2
BBa_I732430,positive_regulators:NA;negative_regulators:2
BBa_I732431,positive_regulators:NA;negative_regulators:2
BBa_I732432,positive_regulators:NA;negative_regulators:2
BBa_I732433,positive_regulators:NA;negative_regulators:2
BBa_I732435,positive_regulators:NA;negative_regulators:2
BBa_I732434,positive_regulators:NA;negative_regulators:2
BBa_I732437,positive_regulators:NA;negative_regulators:2
BBa_I732436,positive_regulators:NA;negative_regulators:2
BBa_I732438,positive_regulators:NA;negative_regulators:2
BBa_I732439,positive_regulators:NA;negative_regulators:2
BBa_I732441,positive_regulators:NA;negative_regulators:2
BBa_I732443,positive_regulators:NA;negative_regulators:2
BBa_I732440,positive_regulators:NA;negative_regulators:2
BBa_I732444,positive_regulators:NA;negative_regulators:2
BBa_I732445,positive_regulators:NA;negative_regulators:2
BBa_I732442,positive_regulators:NA;negative_regulators:2
BBa_I732447,positive_regulators:NA;negative_regulators:2
BBa_I732448,positive_regulators:NA;negative_regulators:2
BBa_I732446,positive_regulators:NA;negative_regulators:2
BBa_I732451,positive_regulators:NA;negative_regulators:2
BBa_I732452,positive_regulators:NA;negative_regulators:2
BBa_I732450,positive_regulators:NA;negative_regulators:2
BBa_I735009,positive_regulators:-1;negative_regulators:-1
BBa_I735008,positive_regulators:-1;negative_regulators:-1
BBa_I735010,positive_regulators:-1;negative_regulators:-1
BBa_I739101,positive_regulators:NA;negative_regulators:1
BBa_I739103,positive_regulators:NA;negative_regulators:2
BBa_I739102,positive_regulators:NA;negative_regulators:2
BBa_I739104,negative_regulators:1;positive_regulators:1
BBa_I739105,negative_regulators:1;positive_regulators:1
BBa_I739106,positive_regulators:NA;negative_regulators:2
BBa_I739107,positive_regulators:NA;negative_regulators:2
BBa_I741019,positive_regulators:2;negative_regulators:NA
BBa_I741020,positive_regulators:1;negative_regulators:NA
BBa_I741021,positive_regulators:1;negative_regulators:NA
BBa_I742126,positive_regulators:NA;negative_regulators:NA
BBa_I742124,positive_regulators:NA;negative_regulators:1;negative_regulators:NA
BBa_I746362,positive_regulators:1;negative_regulators:NA
BBa_I746363,positive_regulators:1;negative_regulators:NA
BBa_I746665,positive_regulators:NA;negative_regulators:1
BBa_I748001,positive_regulators:-1;negative_regulators:-1
BBa_I751500,positive_regulators:NA;negative_regulators:1
BBa_I751501,negative_regulators:1;positive_regulators:1
BBa_I751502,negative_regulators:1;positive_regulators:1
BBa_I756014,positive_regulators:NA;negative_regulators:1
BBa_I756015,positive_regulators:NA;negative_regulators:1
BBa_I756016,positive_regulators:NA;negative_regulators:1
BBa_I756019,positive_regulators:NA;negative_regulators:1
BBa_I756018,positive_regulators:NA;negative_regulators:1;negative_regulators:NA
BBa_I756017,positive_regulators:NA;negative_regulators:1
BBa_I756021,positive_regulators:NA;negative_regulators:1
BBa_I760005,positive_regulators:1;negative_regulators:NA
BBa_I756020,positive_regulators:NA;negative_regulators:1
BBa_I761011,negative_regulators:1;positive_regulators:1
BBa_I764001,positive_regulators:-1;negative_regulators:-1;positive_regulators:1;negative_regulators:NA
BBa_I765000,positive_regulators:-1;negative_regulators:-1
BBa_I766200,negative_regulators:1;positive_regulators:2
BBa_I765007,positive_regulators:2;negative_regulators:NA
BBa_I766214,positive_regulators:NA;negative_regulators:1
BBa_I766556,positive_regulators:NA;negative_regulators:NA
BBa_I766555,positive_regulators:NA;negative_regulators:NA
BBa_I766557,positive_regulators:NA;negative_regulators:NA
BBa_I766558,positive_regulators:NA;negative_regulators:1
BBa_J03007,positive_regulators:1;negative_regulators:NA
BBa_J01005,positive_regulators:1;negative_regulators:NA
BBa_J01006,positive_regulators:NA;negative_regulators:NA
BBa_J05217,positive_regulators:2;negative_regulators:NA
BBa_J05215,positive_regulators:2;negative_regulators:NA
BBa_J05216,positive_regulators:2;negative_regulators:NA
BBa_J05218,positive_regulators:2;negative_regulators:NA
BBa_J07019,positive_regulators:NA;negative_regulators:1
BBa_J07007,positive_regulators:1;negative_regulators:NA
BBa_J100065,n/a:Synthetic Riboswitch
BBa_J100092,n/a:Constitutive promoter for M1-162
BBa_J100093,n/a:rrnB P1 promoter 
BBa_J100094,n/a:Lac promoter E. Coli
BBa_J100095,n/a:malE1 Maltose induced promoter.
BBa_J100097,n/a:Anhydrotetracycline inducible promoter with BsaI sticky ends
BBa_J100096,n/a:PBAD Promoter from araE Gene
BBa_J100099,n/a:A promoter (CydAB) activated by the FNR enzyme
BBa_J100244,n/a:Resveratrol induced promoter (sulA)
BBa_J102001,"direction:Forward;o_h:NA;control:luxR, HSL;o_l:NA;negative_regulators:NA;direction:Reverse;positive_regulators:1"
BBa_J15301,positive_regulators:NA;negative_regulators:1
BBa_J16105,positive_regulators:1;negative_regulators:NA
BBa_J16400,positive_regulators:-1;negative_regulators:-1
BBa_J16101,positive_regulators:1;negative_regulators:NA
BBa_J176003,chassis:NA;chassis:mammalian cells
BBa_J176010,n/a:Tet 7op
BBa_J15502,positive_regulators:1;negative_regulators:NA
BBa_J176011,n/a:HSVtk TATA
BBa_J176028,chassis:mammalian cells
BBa_J22052,positive_regulators:NA;negative_regulators:1
BBa_J22126,positive_regulators:NA;negative_regulators:1
BBa_J23151,positive_regulators:NA;negative_regulators:NA
BBa_J23107,positive_regulators:NA;negative_regulators:NA
BBa_J24000,positive_regulators:-1;negative_regulators:-1
BBa_J24001,positive_regulators:-1;negative_regulators:-1
BBa_J24813,positive_regulators:1;negative_regulators:NA
BBa_J31013,positive_regulators:NA;negative_regulators:1
BBa_J34800,positive_regulators:NA;negative_regulators:1
BBa_J34806,positive_regulators:NA;negative_regulators:1
BBa_J34809,positive_regulators:NA;negative_regulators:1
BBa_J34814,positive_regulators:NA;negative_regulators:NA
BBa_J3902,positive_regulators:-1;negative_regulators:-1;positive_regulators:1;negative_regulators:NA
BBa_J45503,positive_regulators:1;negative_regulators:NA
BBa_J45504,positive_regulators:NA;negative_regulators:NA
BBa_J45992,positive_regulators:NA;negative_regulators:NA
BBa_J45993,positive_regulators:NA;negative_regulators:NA
BBa_J48103,positive_regulators:-1;negative_regulators:-1
BBa_J48104,positive_regulators:NA;negative_regulators:NA
BBa_J48106,positive_regulators:-1;negative_regulators:-1
BBa_J49000,positive_regulators:-1;negative_regulators:-1
BBa_J54016,positive_regulators:NA;negative_regulators:1
BBa_J54110,positive_regulators:-1;negative_regulators:-1
BBa_J54120,positive_regulators:NA;negative_regulators:1
BBa_J54130,positive_regulators:NA;negative_regulators:1
BBa_J54200,positive_regulators:NA;negative_regulators:NA
BBa_J56012,positive_regulators:NA;negative_regulators:1
BBa_J56015,positive_regulators:NA;negative_regulators:NA
BBa_J61045,positive_regulators:-1;negative_regulators:-1
BBa_J58100,positive_regulators:2;negative_regulators:NA
BBa_J61055,positive_regulators:1;negative_regulators:NA
BBa_J61054,positive_regulators:1;negative_regulators:NA
BBa_J63005,positive_regulators:NA;negative_regulators:NA
BBa_J64001,positive_regulators:1;negative_regulators:NA
BBa_J64000,positive_regulators:1;negative_regulators:NA
BBa_J64010,positive_regulators:1;negative_regulators:NA
BBa_J64065,positive_regulators:NA;negative_regulators:1
BBa_J64068,positive_regulators:NA;negative_regulators:1
BBa_J64067,positive_regulators:NA;negative_regulators:1
BBa_J64069,positive_regulators:NA;negative_regulators:1
BBa_J64712,negative_regulators:1;positive_regulators:1
BBa_J64750,positive_regulators:1;negative_regulators:NA
BBa_J64804,positive_regulators:2;negative_regulators:NA
BBa_J64800,negative_regulators:1;positive_regulators:1
BBa_J64931,positive_regulators:-1;negative_regulators:-1
BBa_J64951,positive_regulators:NA;negative_regulators:NA
BBa_J64979,negative_regulators:1;positive_regulators:2
BBa_J64981,positive_regulators:NA;negative_regulators:3
BBa_J64997,positive_regulators:NA;negative_regulators:NA
BBa_J64998,positive_regulators:NA;negative_regulators:NA
BBa_J64987,positive_regulators:NA;negative_regulators:1
BBa_K076017,positive_regulators:NA;negative_regulators:NA
BBa_K086018,positive_regulators:NA;negative_regulators:1
BBa_K086019,positive_regulators:NA;negative_regulators:1
BBa_K086020,positive_regulators:NA;negative_regulators:1
BBa_K086021,positive_regulators:NA;negative_regulators:1
BBa_K086022,positive_regulators:NA;negative_regulators:1
BBa_K086023,positive_regulators:NA;negative_regulators:1
BBa_K086024,positive_regulators:NA;negative_regulators:1
BBa_K086026,positive_regulators:NA;negative_regulators:1
BBa_K086028,positive_regulators:NA;negative_regulators:1
BBa_K086027,positive_regulators:NA;negative_regulators:1
BBa_K086029,positive_regulators:NA;negative_regulators:1
BBa_K086030,positive_regulators:NA;negative_regulators:1
BBa_K086025,positive_regulators:NA;negative_regulators:1
BBa_K086031,positive_regulators:NA;negative_regulators:1
BBa_K086033,positive_regulators:NA;negative_regulators:1
BBa_K086032,positive_regulators:NA;negative_regulators:1
BBa_K089005,positive_regulators:-1;negative_regulators:-1
BBa_K090501,positive_regulators:NA;negative_regulators:1
BBa_K090504,positive_regulators:1;negative_regulators:NA
BBa_K088007,positive_regulators:NA;negative_regulators:NA
BBa_K091101,control:NA;direction:Forward;positive_regulators:NA;o_h:NA;negative_regulators:2;o_l:NA
BBa_K091105,control:NA;direction:Forward;positive_regulators:NA;o_h:NA;negative_regulators:2;o_l:NA
BBa_K089006,positive_regulators:-1;negative_regulators:-1
BBa_K091106,control:NA;direction:Forward;positive_regulators:NA;o_h:NA;negative_regulators:2;o_l:NA
BBa_K091104,control:NA;direction:Forward;positive_regulators:NA;o_h:NA;negative_regulators:2;o_l:NA
BBa_K091107,negative_regulators:1;positive_regulators:1
BBa_K091111,negative_regulators:1;control:NA;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA
BBa_K091110,negative_regulators:1;control:NA;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA
BBa_K091112,negative_regulators:1;control:NA;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA
BBa_K091117,control:NA;direction:Forward;o_h:NA;o_l:NA;negative_regulators:NA;positive_regulators:1
BBa_K091143,negative_regulators:1;positive_regulators:1
BBa_K091156,positive_regulators:1;negative_regulators:NA
BBa_K091157,negative_regulators:1;positive_regulators:1
BBa_K093000,positive_regulators:NA;negative_regulators:1
BBa_K093008,positive_regulators:NA;negative_regulators:1
BBa_K094120,positive_regulators:NA;negative_regulators:1;negative_regulators:2
BBa_K094140,positive_regulators:NA;negative_regulators:1
BBa_K100000,positive_regulators:2;negative_regulators:NA
BBa_K100001,positive_regulators:1;negative_regulators:NA
BBa_K094002,positive_regulators:-1;negative_regulators:-1
BBa_K101000,positive_regulators:NA;negative_regulators:2
BBa_K101001,positive_regulators:NA;negative_regulators:2
BBa_K101002,positive_regulators:NA;negative_regulators:2
BBa_K101017,positive_regulators:NA;negative_regulators:1
BBa_K100002,positive_regulators:1;negative_regulators:NA
BBa_K1045000,n/a:DarR operator
BBa_K105028,positive_regulators:NA;negative_regulators:NA
BBa_K105029,positive_regulators:NA;negative_regulators:NA
BBa_K105030,positive_regulators:NA;negative_regulators:NA
BBa_K105031,positive_regulators:NA;negative_regulators:NA
BBa_K1051300,n/a: cln2  promoter;n/a: cln2  promoter (G1 phase to S phase)
BBa_K105027,positive_regulators:NA;negative_regulators:NA
BBa_K1051303,n/a:clb6  promoter (during G1 phase)
BBa_K1051302,n/a: clb5 promoter (during G1 phase)
BBa_K1051402,n/a:promoter->gyrB
BBa_K1051404,n/a:promoter->ftsQp
BBa_K1058003,n/a:Promoter of penicillinase blaZ as well as promoter of blaR1
BBa_K106699,positive_regulators:1;negative_regulators:NA
BBa_K1067007,positive_regulators:NA
BBa_K108014,positive_regulators:-1;negative_regulators:-1
BBa_K108016,positive_regulators:-1;negative_regulators:-1
BBa_K108025,positive_regulators:-1;negative_regulators:-1
BBa_K109200,positive_regulators:NA;negative_regulators:2
BBa_K1100021,"negative_regulators:1;direction:Forwards;ligands:aminoglycoside antibiotics;direction:Forward;positive_regulators:NA;control:aTc, tetracyline;control:aminoglycoside antibiotics; Kanamycins;biology:NA;positive_regulators:1"
BBa_K1100002,protein:mRFP1;direction:Forwards;ligands:aminoglycoside antibiotics;rbs:BCD;rbs:NA;excitation:NA;n/a:J23100-ALeaderT-BCD;emission:NA;excitation:584nm;control:aminoglycoside antibiotics; Kanamycins;emission:607nm;biology:NA;positive_regulators:1;n/a:J23100-ALeaderT-BCD-mRFP1;protein:NA
BBa_K110005,positive_regulators:1;negative_regulators:NA
BBa_K110006,positive_regulators:1;negative_regulators:NA
BBa_K110004,positive_regulators:1;negative_regulators:NA
BBa_K110007,positive_regulators:-1;negative_regulators:-1;positive_regulators:1;negative_regulators:NA
BBa_K110008,positive_regulators:-1;negative_regulators:-1
BBa_K1100085,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100086,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100087,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100120,direction:Forwards;ligands:aminoglycoside antibiotics;positive_regulators:NA;control:aminoglycoside antibiotics; Kanamycins;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_K110009,positive_regulators:-1;negative_regulators:-1;positive_regulators:1;negative_regulators:NA
BBa_K1100121,direction:Forwards;ligands:aminoglycoside antibiotics;control:aminoglycoside antibiotics; Kanamycins;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_K1100125,direction:Forwards;ligands:aminoglycoside antibiotics;control:aminoglycoside antibiotics; Kanamycins;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_K1100130,direction:Forwards;ligands:aminoglycoside antibiotics;control:aminoglycoside antibiotics; Kanamycins;negative_regulators:NA;biology:NA;positive_regulators:1
BBa_K110014,positive_regulators:1;negative_regulators:NA
BBa_K1100140,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100141,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100144,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K1100145,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K110016,positive_regulators:3;negative_regulators:NA
BBa_K1100150,control:aminoglycoside antibiotics; Kanamycins;direction:Forwards;positive_regulators:1;ligands:aminoglycoside antibiotics
BBa_K112126,positive_regulators:-1;negative_regulators:-1
BBa_K110015,positive_regulators:1;negative_regulators:NA
BBa_K112148,positive_regulators:NA;negative_regulators:1
BBa_K112149,positive_regulators:1;negative_regulators:NA
BBa_K112318,positive_regulators:NA;negative_regulators:2
BBa_K112320,positive_regulators:1;negative_regulators:NA
BBa_K112322,positive_regulators:2;negative_regulators:NA
BBa_K112400,positive_regulators:NA;positive_regulators:1;negative_regulators:NA
BBa_K112401,positive_regulators:NA;negative_regulators:1
BBa_K112402,negative_regulators:1;positive_regulators:1
BBa_K112405,negative_regulators:1;positive_regulators:3;negative_regulators:2
BBa_K112406,negative_regulators:1;positive_regulators:2
BBa_K112407,positive_regulators:-1;negative_regulators:-1
BBa_K112701,negative_regulators:1;positive_regulators:3
BBa_K112706,positive_regulators:NA;positive_regulators:-1;negative_regulators:-1;negative_regulators:NA
BBa_K112707,positive_regulators:NA;positive_regulators:-1;negative_regulators:-1;negative_regulators:NA
BBa_K112900,positive_regulators:1;negative_regulators:NA
BBa_K112708,positive_regulators:NA;negative_regulators:1;positive_regulators:1;negative_regulators:NA
BBa_K112907,positive_regulators:NA;negative_regulators:NA
BBa_K113010,positive_regulators:NA;negative_regulators:NA
BBa_K113011,positive_regulators:NA;negative_regulators:NA
BBa_K1139151,n/a:rm/lac hybrid promoter
BBa_K113012,positive_regulators:NA;negative_regulators:NA
BBa_K1139200,n/a:<i>phoA</i> promoter
BBa_K1151002,n/a:Double divergent promoter nikR-exbB ;n/a:Double divergent promoter pnikR-pexbB 
BBa_K1151003,n/a:pnikR
BBa_K1151004,n/a:pexbB
BBa_K116001,negative_regulators:1;positive_regulators:1
BBa_K116201,positive_regulators:1;negative_regulators:NA
BBa_K116500,positive_regulators:6;negative_regulators:4
BBa_K116401,positive_regulators:1;negative_regulators:NA
BBa_K1170000,positive_regulators:NA
BBa_K116603,positive_regulators:1;negative_regulators:NA
BBa_K119000,positive_regulators:NA;negative_regulators:NA
BBa_K119001,positive_regulators:NA;negative_regulators:NA
BBa_K119002,positive_regulators:NA;negative_regulators:1
BBa_K1204021,n/a:TEF1pr-BS3x-16C
BBa_K1204022,n/a:TEF1pr-BS3x-20A
BBa_K1204020,n/a:TEF1pr-BS3x-16B
BBa_K1204023,n/a:TEF1pr-BS3x-20B
BBa_K1204024,n/a:TEF1pr-BS3x-20C
BBa_K121011,negative_regulators:1;positive_regulators:1
BBa_K121014,positive_regulators:NA;negative_regulators:1
BBa_K122000,positive_regulators:NA;negative_regulators:NA
BBa_K124000,positive_regulators:NA;negative_regulators:NA
BBa_K125100,positive_regulators:2;negative_regulators:NA
BBa_K124002,positive_regulators:NA;negative_regulators:NA
BBa_K135000,positive_regulators:1;negative_regulators:NA
BBa_K136010,positive_regulators:3;negative_regulators:NA
BBa_K137029,positive_regulators:NA;negative_regulators:NA
BBa_K137030,positive_regulators:NA;negative_regulators:NA
BBa_K137031,positive_regulators:NA;negative_regulators:NA
BBa_K137046,positive_regulators:NA;negative_regulators:1
BBa_K137032,positive_regulators:NA;negative_regulators:NA
BBa_K137049,positive_regulators:NA;negative_regulators:1
BBa_K137047,positive_regulators:NA;negative_regulators:1
BBa_K137048,positive_regulators:NA;negative_regulators:1
BBa_K137050,positive_regulators:NA;negative_regulators:1
BBa_K137051,positive_regulators:NA;negative_regulators:1
BBa_K137085,positive_regulators:NA;negative_regulators:NA
BBa_K137086,positive_regulators:NA;negative_regulators:NA
BBa_K137087,positive_regulators:NA;negative_regulators:NA
BBa_K137088,positive_regulators:NA;negative_regulators:NA
BBa_K137089,positive_regulators:NA;negative_regulators:NA
BBa_K137090,positive_regulators:NA;negative_regulators:NA
BBa_K137125,positive_regulators:NA;negative_regulators:1
BBa_K137091,positive_regulators:NA;negative_regulators:NA
BBa_K143013,positive_regulators:NA;negative_regulators:NA
BBa_K143011,positive_regulators:NA;negative_regulators:NA
BBa_K143010,positive_regulators:NA;negative_regulators:NA
BBa_K143014,positive_regulators:NA;negative_regulators:1;positive_regulators:1;negative_regulators:NA
BBa_K143015,positive_regulators:NA;negative_regulators:1
BBa_K145150,negative_regulators:1;positive_regulators:1
BBa_K145152,positive_regulators:NA;negative_regulators:2
BBa_K1486047,biology:NA;chassis:Escherichia coli;function:Promoter;direction:reverse;direction:forward
BBa_K149001,positive_regulators:NA;positive_regulators:-1;negative_regulators:-1;negative_regulators:NA
BBa_K1486046,chassis:NA;direction:NA;function:NA;function:Promoter;direction:forward;biology:NA;chassis:Escherichia coli
BBa_K1585102,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585101,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;negative_regulators:NA;biology:NA;control:IPTG, lacI"
BBa_K1585103,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585105,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585104,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585106,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585113,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585110,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585115,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585100,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585117,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585118,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K1585119,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K165000,positive_regulators:NA;negative_regulators:1
BBa_K1585116,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
