Year,Team,SimpleDescription
2015,Sherbrooke,They design and build a robotic platform to automate biology lab protocols. ,
2015,Paris_Saclay,They designed a biosafety system that would prevent or at least dramatically limit the chances of accidental GEO spreading. ,
2015,OUC-China,They designed a platform responsed to electromagnetic signal. This platform is composed of 2 sessions : magnetic receiver and thermosensitive regulator.,
2015,UNA_Honduras,"They designed synthetic proteins aimed to produce immunological response against dengue. Using databases and for proteins, epitopes and 3D structures programs we found epitopes for L and T white cells. ",
2015,Nanjing_NFLS,"They develop a plug-in for microbes, a system that can build up a living clock for microbes and guide them to live regularly as well as to work efficiently. ",
2015,HUST-China,They developed Euk.cement: a live eukaryotic cell based auto-cementation kit. By surface displayed silica binding peptides and secreted flocculating proteins,
2015,Stony_Brook,They engineered E. coli that can detect changes in blood osmolarity and release pharmacologically active tripeptides in response.,
2015,UCSF,They engineered novel sense-and-secrete circuits in yeast by repurposing the endogenous mating pathway and using fluorescent reporters to read out individual and community responses to a stimulus. ,
2015,H4Z-Hangzhou,They engineered this marker as a Bio-Brick Part which can be used in tracking and following the fate of AVs in the cell and to measure autophagic flux. ,
2015,Colegio_EmelinaU,"They focus on creating a signal to alert citizens and they can protect themselves from danger of these rays. All this under the approach of synthetic biology, not using plastic silicone or other contaminants.",
2015,WLC-Milwaukee,"They focused on expressing tolC found in pathogenic bacteria, such as Cholera and Salmonella, in E. coli. ",
2015,LaVerne-Leos,They focused on using zeaxanthin to counter the toxic effects of increased free fatty acids in an altered Synechococcus elongatus 7942 strain. ,
2015,UAM_Poznan,"They generated a series of constructs with tagged superfolder GFP proteins expressed under the control of promoters for non-toxic sugar inducers: arabinose, melibiose, rhamnose and xylose. ",
2015,Stanford-Brown,"They harnessed the replicative properties of biology to create biOrigamism biological, self-folding origamio reduce the mass, volume, and assembly time of materials needed for space missions. ",
2015,Technion_Israel,"They have created a system in which two different engineered bacterium are combined in a custom-made comb manufactured in a 3D printer, working together to break down DHT, treating the problem at its root. ",
2015,UC_San_Diego,"They have gained a means to tailor the reporter/sensor to better suit their needs (i.e. make it brighter) and a generalizable method to rapidly optimize metabolic pathways.
",
2015,SVCE_Chennai,They have planned to study the effect of bacteriocins on Staphylococcus aureus which is the major organism in biofilm.,
2015,Elan_Vital_Korea,They hypothesized that is possible to use quorum sensing (QS) to devise a rapid way for cells to report the existence of antibiotic-resistant bacteria. ,
2015,UChicago,They implemented this clock as a potential solution to jet lag and sleep disorders by engineering a strain of E. coli that facilitates the production of a melatonin precursor in the gut on a 24-hour cycle.,
2015,Nankai,They improved PGA production in Bacillus amyloliquefaciens LL3 and the produced PGA was made into drug releasing hydrogel. ,
2015,TU_Eindhoven,They introduced a transmembrane biosensor which may in the future be incorporated into signaling pathways. ,
2015,China_Tongji,They practice the technology of optogenetic on C.elegans and use the light source assembled by ourselves to construct a movement controlling system and bulid an amusement park of C.elegans.,
2015,UNAM-CU,They propose the use of an innovative system based on the construction of a bacterial sensor capable to respond to glucose concentrations,
2015,UT-Tokyo,They reconstructed a Turing system using two advantages of synthetic biology; controllability and biological directness. ,
2015,Michigan_Software,"They set out to build a database that integrates a crowd-sourced ratings and comments system to serve as a protocol curator that enables wet lab investigators to compare various protocol efficacies, quantify a protocol鈥檚 acceptance within the scientific community",
2015,Tokyo_Tech,"They want to replay the Prisoner Dilemma, a well-known game analysed in game theory, by using E. coli.",
2015,LASATX,This project introduces a CO-sensing mechanism into E.coli using a CooA transcription activator and corresponding pCoof promoter to regulate the expression of a methyl salicylate pathway (pchBA and BSMT genes).,
2015,UNC-Chapel_Hill,This project introduces a novel glucose sensing system in which glucose-responsive promoters drive the expression of three reporter chromoproteins.,
2015,NYMU-Taipei,"This year, the NYMU-Taipei iGEM team creates a systematic disease control method that can prevent, detect, and cure potato late blight. ",
2015,SYSU_CHINA,"This year, they develop a plug-in for microbes, a system that can build up a living clock for microbes and guide them to live regularly as well as to work efficiently. ",
2015,Mingdao,"This year, theyare going to analyze the components in casein and wool as well as figure out why they can retard the fire. ",
2015,XJTLU-CHINA,"This year, XJTLU_China proposed to design E.coli that can simulate the global warming process on the agar plate. ",
2015,Carnegie_Mellon,"To enable the design and fabrication of DIY biosensors, they are creating schematics, a parts list and detailed instructions on how to build a low cost luminometer and fluorimeter. ",
2015,Virginia,"To reduce the amplitude of PGSs, they designed a sugar-concentration-dependent microbial system that delays and reduces the absorption of glucose and fructose from the small intestine. ",
2015,Technion_HS_Israel,"To reduce this risk, they strive to develop a time-controlled kill switch.  Besides, they develop a tool for simulation of biological circuits hence helping synthetic biologists worldwide setting up experiments. ",
2015,Tec_Guadalajara,Ultilize the method to synthesize graphene involves the reduction of graphene oxide (GO) into functionalized graphene (rGO). ,
2015,USTC,"USTC developed a device NDM with OD detector and optical interference path, recognition program based on RasberryPi and Arduino to detect antibiotics in natural water bodies.",
2015,TCU_Taiwan,When wound appears on the skin. Infection will set in and hinder the healing process. They selected two types of AMPs: Epinecidin-1(Epinephelus coioides) and Signiferin (Crinia signifera) are constructed into a potential material of wound dressing.,
2015,Hamburg,"While the traditional way of producing the compound is to grow the plant, dry the leaves, cook a bitter decotion from them and drink that decotion, they want to establish a biotechnological production in E. coli. ",
2015,HZAU-China,"With the ability to create a virtual reality by computer simulation, a mixed-reality era is coming! In this project, they are working on creating a new kind of life form, mixed-reality cells (MR. Cell), which are half-real and half-virtual. ",
2015,AUC_TURKEY,"Working to devise a way to absorb and retrieve heavy metals.  With the feature of producing endospores, they have made it possible for B. subtilis to absorb heavy metals under both benign conditions and adverse circumstances. ",
2015,GenetiX_Tec_CCM,"Xochimilco, one of the most important aquatic systems in Mexico City, has  a huge environmental and social importance. ",
2016,Technion_Israel," By replacing the LBD of the E. coli Tar-chemoreceptor with various LBDs, or by inserting a switchable lock and key mechanism into the receptor, chemotaxis can be programmed to respond to a substance of our choice. ",
2016,Vanderbilt," Mutation and evolution break that predictability of synthetic biology. Their solution to this problem began by characterizing a set of mutation-prone “hotspot” nucleotide sequences, which we then applied to create new algorithmic tools for modulating any gene’s susceptibility to mutation without affecting its function. ",
2016,Cornell_NY, Our fishPHARM system offers a comprehensive treatment for BCWD and is composed of a biologically synthesized peptide integrated into a fish tag drug delivery mechanism to safely administer our treatment to infected fish without environmental harm.,
2016,UGA-Georgia," Our team is developing tools and methods for modulating protein expression in M. maripaludis, an archaeal model. Our focus is engineering the Ribosomal Binding Site (RBS). ",
2016,Saint_Rose_School_A," Propose a biological detector that is easy to use, it has sensors based on promoters that detect levels of CO, features from the R.rubrum proteobacteria, which makes use of carbon monoxide as its main energy source.",
2016,UPMC-Paris," Recently,Bee became endangered due to the Colony Collapse disorder (CCD) thus this team's goal is to modify Bacillus subtilis so it can detect some factors indicating beehives' health. ",
2016,Yale," Several experiments were conducted, including characterizing the activity of pORTMAGE-3 in rhizobia to optimize MAGE in Rhizobium tropici and Sinorhizobium meliloti",
2016,Baltimore_BioCrew, The Baltimore BioCrew wanted to design a bacteria that is able to degrade the plastics in the marine ecosystems at a rapid rate without harming the creatures within it. ,
2016,Slovenia, The system they aim to design is composed of the sensing module to provide rapid release of the selected proteins from cells,
2016,Hannover," Their aim is to develop a circular TAL-effector in order to stabilize the protein. They are trying to design “TALebots”, a new type of recombinant proteins, which could be utilized in vitro and enable new techniques of genetic engineering in the lab.
",
2016,Manchester," Their proposed prototype, AlcoPatch, is based on studies that demonstrate the correlation between sweat and blood ethanol concentrations. ",
2016,UiOslo_Norway," They aim to create a diagnostic test for resistant bacteria so fast, cheap and easy to use that it can be used anywhere, at any time.",
2016,Imperial_College, This year we are developing a Genetically Engineered Artificial Ratio (GEAR) system to control population ratios in microbial consortia. ,
2016,Ain_Shams-Egypt, we are aiming to design a system that can sense CircRNA deregulation in the HCC and respond in a way to restore the balance and equilibrium in the CircRNA environment of the cancer cells.,
2016,SYSU-Software," we developed Community-based Retro-synthetic Analysis Functional Platform (CRAFT), an open and self-acting software for user to customize their own circuit from base sequence level. ",
2016,TAS_Taipei," We expressed and purified GSR and CH25H for the prevention and treatment of cataracts, respectively. To deliver these proteins through the cornea and into the lens, we engineered biodegradable chitosan nanoparticles, thus creating a natural and non-invasive alternative to surgery.",
2016,Leicester, We will be constructing plasmids that contain the calcitonin promoter region and the CRISPR/Cas9 system. These plasmids will be transformed into E.coli where we will test for the upregulation of calcitonin secretion using GFP and calcitonin assays. ,
2016,Lanzhou,"
They proposed a new approach named gut remediation to reduce bioaccumulated heavy metals in fish by gut microbiota. ",
2016,NTNU_Trondheim,"
This project will implement a biological XOR gate by exploiting a naturally occurring type of DNA called DNA ribozymes.",
2016,TEC-Costa_Rica,", we use dCas9, inactive variant of Streptococcus pyogenes Cas9, to bind to an RNA biomarker found in the urine of men with prostate cancer. ",
2016,Groningen,“CryptoGERM” tries to combine storing information and transferring it in a safe way. The goal is to safely send a key and an encrypted message in two separate spore systems of Bacillus subtilis. ,
2016,Uppsala,"A 3D printed microfluidic chips solution aiming to simplify their standard manufacturing, thus enabling future iGEM teams to create tailored microfluidic chips.",
2016,TU_Darmstadt,A genetic circuit is integrated into the E.coli genome ensuring that genetically modified E.coli cannot survive outside of the required conditions.,
2016,AHUT_China,A new updated version of bio–navigational system that enables a faster acquisition of optimal pathway will be built by the BIO-COMPASS 2.0 to break the limitations of computational capacity in the big data era.,
2016,IONIS_Paris,"A synthetic biology video game, a virtual experience of bacteria's survival.",
2016,Chalmers_Gothenburg,A system enabling the direct conversion of atmospheric carbon dioxide into commercially used chemicals that are currently derived from fossil stheirces of carbon,
2016,KOREA_U_SEOUL,An Agar utilizing microbial fuel cell combining E.coli and shewanella oneidensis MR-1. E.coli degrades agar and ultimately produces lactate and formate which shewanella oneidensis can use as substrate. NADH yielded in the process is oxidized by diaphorase to generate electricity as theyll.,
2016,BostonU_HW,"An integrated specify, design, and build hardware environment for Synthetic Biology microfluidics",
2016,ASIJ_Tokyo,"As avid users of PET-based products, our team decided to research how to optimise the degradation of PET, which takes an average of 450 years to degrade naturally.",
2016,Guanajuato_Mx,Assess the viability of a novel bioluminescence detection system for point-of-care diagnostic testing. Aim to coexpress guideRNAs to target these chimeric dCas9-LUC proteins to adjacent DNA sequences.,
2016,CAPS_Kansas,Bacteria resistant to antibiotics emerged shortly after their initial use which is talcaled by this team by using CRISPR/Cas9 technologies to disrupt intrinsic resistance mechanisms in E. coli. ,
2016,Arizona_State,"Bioengineers have incorporated QS networks into genetic circuits, using HSLs to connect logical operations. Their project adds 21 new plasmids for QS-based communication",
2016,GDSYZX-United,Built several genetic circles with the chloroplast protein HYPERSENSITIVE TO HIGH LIGHT1 (HHL1) which response to high light and functions in protecting PSII against photodamage. ,
2016,UESTC-China,"By co-expressing both PETase and other metabolizing enzymes in E. coli, PlastiValue system greatly facilitates the degradation efficiency of PET plastics and meanwhile produce valuable restheirces such as different kinds of alcohols.",
2016,Westminster_UoW,By metabolic engineering of E. coli they hope to optimise the production of ALA increasing the sustainability and the economical gain when synthesising the product. ,
2016,Toronto,"By using existing biological pathways, they develop a cell-free paper-based biosensor that is easy to use, scalable and affordable for detecting gold. ",
2016,MIT,"Co-culturing Cytophaga hutchinsonii, a cellulolytic bacterium, and Escherichia coli, to convert cellulose from waste to biofuels (biodiesel).",
2016,UMaryland,"Create strains of E. coli that break down methane using methane monooxygenase from methanotrophs, organisms that use methane as an energy source. ",
2016,Ryerson_Toronto,Cyanobacteria inhabit a range of environments and exhibit an array of biogeochemical specific processes as they capture light and concentrate CO2 into biomass. ,
2016,BGU_ISRAEL,Degrading PET plastics by coculturing Pseudomonas putida and E.coli with rationally redesigned LC-Cutinase enzyme.,
2016,Bielefeld-CeBiTec,"Design a library of sequences encoding binding proteins in E. coli; Use a special DNA-Polymerase, for increasing diversity through error-prone replication of the desired sequence; Binding proteins with high affinity to the target protein are selected. ",
2016,UI-Indonesia,"Designed a vector with a synthetic promoter (based mainly on the ckm and itgax genes) designed to facilitate strong expression in muscle and myeloid cells, blocks of CpG DNA motif",
2016,Aalto-Helsinki,Detecting cyanobacterial toxin microcystin from water bodies and degrading it at certain concentration by modified brewing yeast Saccharomyces cerevisiae strain VL3. ,
2016,Freiburg,Develop a novel platform for targeted drug delivery by  implementing highly specific nanobodies directed against surface markers of affected cells.,
2016,TCU_Taiwan,Develop self-detection in order to make it more convenient. This product can be obtain everywhere because the material that we used to achieve our goal is not very expensive.,
2016,ETH_Zurich,Developed a bacterial signal processing system for sensitive and selective single-cell detection of CTCs in blood samples. ,
2016,UBonn_HBRS,"Developed a high throughput system which not only allows us to quantify deinking efficiency, but also to cheaply mass produce enzymes using a B. subtilis secretion system.
",
2016,Pasteur_Paris,"Developed a novel diagnostic device, Mos(kit)o that includes a fixed or mobile mosquito trap and a biosilica cellulose composite patch from genetically modified E. coli. ",
2016,Virginia,"Effective biocontainment on the translational level by modifying the cell to need a modified metabolite for survival. Translation is a key step in cellular growth and survival, without the necessary metabolite needed to fuel their modified system, the cell is prevented from continuing translation, thus is effectively contained.",
2016,ColumbiaU_NYC,engineering a harmless strain of bacteria that can secrete rhamnolipids as a means to prevent mosquito bites.,
2016,FAFU-CHINA,"FAFU-CHINA attach the effective protoxin gene, which isolated from Bacillus thuringiensis contained the characteristic of high efficient mosquito control, to Chlamydomonas reinhardtii as the chassis organism for cloning. ",
2016,UST_Beijing,Focus our project on one of common Chinese medicinal herbs:  Notoginseng.  Use recombinant beta-glucosidase to modify ginsenosides to improve oral bioavailability.,
2016,Dundee_Schools,For this project they plan to assign our agent spiRNA on a mission to target Vibrio Cholerae and Shigella Flexner.,
2016,SVCE_CHENNAI,Genetically engineer Bacillus subtilis to produce scAMPs and safely deliver them using a novel sachet system regulated by temperature of the milk. ,
2016,SYSU-CHINA,"Here we describe Cyclebow, a system for labeling cells undergoing different number of cell-cycles after a specific state in the lineage based on cyclic promoters combined with recombinases and fluorescent proteins. ",
2016,UC_Davis,"Here, we describe a novel use of 

recombinant biotechnology to generate Escherichia coli capable of both sensing and 

reporting the presence of pathogenic bacteria, by taking advantage of a pre-existing 

contact-dependent inhibition system. ",
2016,HokkaidoU_Japan,HokkaidoU_Japan challenged ourselves to circularize proteins using self-assembling peptides and linkers.,
2016,Tsinghua,"iGEM 2016 team Tsinghua designed and developed an in vivo CRISPR/Cas9-based gene mutation surveillance system in yeast, which can monitor the occurrence of mutations within specific coding sequences and respond by triggering suicide of the monitored cell.",
2016,SJTU-Software,"iGEM encourages communication and cooperation among teams, but the existed communities can’t satisfy all the demands. So we create iMAP(iGEMers’ Management and Alliance Platform)",
2016,Stockholm,iGEM Team Stockholm 2016 aims to tackle these issues with a novel spider-silk-based wound healing technology.,
2016,Queens_Canada,iGEM TU Eindhoven has developed new scaffold proteins that can control protein-protein interactions based on the 14-3-3 protein from the Tobacco plant (T14-3-3). ,
2016,Tianjin,"Improving PETase activity by rational design and mutation, and creating a microbial consortium to continue degrading TPA and EG yielded from PET.",
2016,XMU-China,"In the project, they designed a self-regulated gene circuit, which can detect and kill both the Gram-positive and the Gram-negative",
2016,KAIT_Japan,"In the world, a desertification is one of serious environment problem. To prevent this problem,this team use Bacteria Cellulose (BC) that is produced by Gluconacetobacter (Komagataeibacter). ",
2016,Pretoria_UP,"In this project, DNA aptamers were designed and evaluated as low-cost biological linkers to tether plant photosystem II (PSII) complexes to graphene foam electrodes. ",
2016,Bilkent-UNAMBG,"In this project, they plan to construct bacterial whole-cell biosensors for detecting volatile organic compounds (VOCs) to diagnose cancer.",
2016,SRM_Chennai,"In this project, they strived to develop a minimally invasive Cancer diagnostic chip to enable cost and time efficient detection.",
2016,SYSU-MEDICINE,"In this project, they will Empower MSCs with a series of chemokine receptors in order to ensure its effective homing.",
2016,Kent,"In this project, they will produce magnetite nanoparticles using a synthetic biology approach utilising enzymes involved in magnetosome formation. ",
2016,SCAU-China,"In this project,we take rice endosperm as the bioreactor of astaxanthin production,and use a technique called multiple-gene metabolic engineering to specifically express astaxanthin in rice endosperm.",
2016,ZJU-China,"Inspired by Enigma machine, we intend to use our oscillator circuit to make a biological cipher machine, which is able to encrypt and decipher information consisting of two basic elements.",
2016,ULV-LC-CV,Intend to reduce the production cost of biodiesel by producing FAMEs in vivo using an insect methyltransferase called Drosophila melanogaster Juvenile hormone acid O-methyltransferase (DmJHAMT) within Synechococcus elongatus PCC 7942. ,
2016,Tel-Hai,"Introduce tools to capture large NRPS gene clusters, append chemical modifications onto products, and screen NRPS production in a high throughput fashion. ",
2016,Missouri_Rolla,Investigated ways to sense WNS to attempt to impact the cave environment as little as possible and target the fungus directly.,
2016,HZAU-China,"Mixed-reality cells (MR. Cell) are half-real and half-virtual. A genetic oscillator was built in E. coli as the real part and an e-oscillator was simulated in a computer as the virtual part. The two parts could interact with each other through an interface device composed of microfluidic chip and chemical/optical modulator. At the beginning, the two oscillators work independently in a dual-reality state. With their interaction, they would gradually adjust to each other without human interference to a strongly coupled and synchronized mixed-reality state.",
2016,Aix-Marseille,"Modified E.coli and Desulfovibrio vulgaris flagellin with metal-binding peptides can bind platinum particles in the soil, thus recycling precious platinum leaked and precipitated alongside many main roads and highways.",
2016,CLSB-UK,No abstract provided yet,
2016,Tsinghua-A,Our aim is to build a convenient and harmless method for early diagnosis of esophageal cancer.,
2016,McMasterU,Our focus is to engineer commensal Lactobacillus bacteria to bind and aggregate towards Her2+ GI tumours.,
2016,Rice,"Our goal is to report inflammation and cancer in the gut through photoacoustic imaging of engineered E. coli that express the bacterial pigment violacein, as well as the near-infrared fluorescent proteins iRFP670 and iRFP713.",
2016,EPFL,"our project aims to develop an innovative CRISPR-dCas9 system in yeasts, capable of regulating genetic transcription and creating robust synthetic circuits. Our model is based around a scaffold guide RNA.",
2016,Nanjing_NFLS,Our project aims to improve the therapeutic property of S. typhimurium by modifying its amino acids-synthesizing genes and screen highly tumor-targeted strains. ,
2016,UGent_Belgium,Our project consists of an optimized modular shape/surface for condensation and subsequent freshwater collection by gravity. ,
2016,Newcastle,"Our project, ‘Culture-Shock’ involves augmenting electronic circuitry with biological components to create an electro-biological hybrid system. ",
2016,Hong_Kong_HKUST,Our team aims at engineering a biological tri-stable switch which shows high orthogonality as bistable switch in Escherichia coli.,
2016,Wageningen_UR,Our team aims to save bees by killing Varroa using bacteria inside beehives. ,
2016,BNU-China,"our team designed a new way to test the existence of taxol, which may have higher resolution than current chemical approaches. ",
2016,SZU-China,"our team develope a biological production way, using the green algae - Chlamydomonas reinhardtii.",
2016,Pittsburgh,"paper-based sensor for use at home to determine if drinking water needs further analysis for thallium levels. The sensor detects thallium using a specific DNAzyme, which activates an oligonucleotide input for a genetically encoded toehold switch. Activating the switch leads to the expression of a reporter gene, which is easily detected.",
2016,Peking,"Peking iGEM team focused on constructing a novel multi-functional biological material which is able to absorb uranyl ion fleetly with high specificity and affinity. This uranyl-absorbing material can be synthesized and secreted continuously by bacteria, self-assembled in extracellular environment, and harvested in a cost-effective manner. It also has a great potential to be modified and expanded due to its modular design.",
2016,Harvard_BioDesign,"Plastiback is a synthetic-biology potheyred system to combat the global problem of plastic pollution. By assembling PETase naturally from Ideonella Sakaiensis into E.coli, Plastiback breaks down and gives feedback on where PET is located. ",
2016,UESTC-China,"Plastic-degrading enzymes PETase and MHETase were produced by modified bacteria in order to hydrolyze plastics into TPA and EG, followed by a series of metabolism which transforms TPA into pyruvate.",
2016,Hong_Kong_HKU,Present DNA nanostructures capable of simultaneous detection of multiple microRNA (miRNA) targets which are identified as promising disease biomarkers.,
2016,Peshawar,"Produce a portable, quick and easy to use Biosensor device for environmental law enforcement agencies and even consumers that can detect for levels of carbon monoxide and oxides of nitrogen in vehicle exhausts and express corresponding chromoproteins as a result.",
2016,Bulgaria,"Production and exportation of Lactobacillus delbrueckii subsp. This team were developing a novel strain of L. bulgaricus, which is capable of withstanding desiccation and freezing. ",
2016,Tec-Monterrey,Propose a synthetic biology approach in Acidithiobacillus thiooxidans and Chromobacterium violaceum to enhance metal recovery from e-waste in a three-step bioleaching process.,
2016,Michigan_Software,"Set out to build a database that integrates a crowd-sourced ratings and comments system to serve as a protocol curator that enables wet lab investigators to compare various protocol efficacies, ",
2016,IIT_Kharagpur,"Spider silk cultivation being a very slow and cumbersome process, they came up with an idea aiming at synthesizing recombinant spider silk protein (MaSp2)  and producing it extracellularly in our model bacteria E. coli. ",
2016,HUST-China,Stable gene expression within a threshold of novel system is very important to syn-biology creations. They tried to build a set of positive feedback fundamental tool kits in bi-stable or even multi-stable systems. ,
2016,TecCEM,"TecCEM 2016 team is developing a novel, specific method to avoid Acinetobacter baumannii proliferation onto nonliving surfaces through cell wall lysis, as an alternative to current antimicrobials that promote antimicrobial resistance development.",
2016,UofC_Calgary,The 2016 U of C Calgary team address this problem through synthetic biology and the engineering of Bacillus subtilis. ,
2016,Valencia_UPV,"The aim of HYPE-IT is to decrease current technological barriers for breeding local crops using precision genome engineering, easing the gene editing process using SynBio-inspired simplified CRISPR/Cas9 tools. ",
2016,Danci-K8,The aim of this  project is to generate a SNPs gene panel which can determine people's preference of food tastes using Taqman assay on the Fluidigm nano-fluidic gene dynamic array chips. ,
2016,Tec-Chihuahua,The aim of this investigation is genetically engineer Myxobacteria mainly to enhance their antifungal capabilities and increase their temperature resistance. ,
2016,Evry,"The aim of this project is to produce Poly-Lactic Acid (PLA), a biodegradable polymer and a thermoplastic, by engineering Pseudomonas putida.",
2016,Vilnius-Lithuania,The aim of this team is to construct a bacterial probiotic with an enhanced rate of phenylalanine uptake and two independent systems for discharging phenylalanine. ,
2016,TMMU_China,The blue-white screening system is widely used in molecular cloning. We apply this system to select marker free gene integrated strains. ,
2016,SCUT-China_A,The desulfurization-system of Rhodococcus erythropolis IGTS8 was transformed into Escherichia coli and the recombinant strains theyre used to achieve the bio-desulfurization of oil.,
2016,Kyoto,The first project is DMS (dimethylsulfide) synthesis. DMS is known to be a precursor of the cloud condensation nucleus. The second project is magnetosome formation. Magnetosome is a specific organelle in magnetotactic bacteria.,
2016,NJU-China,"The goal of our project is to develop a strategy to treat cancers, with building a transplantable drug system targeting a specific molecule that functions in cancer. ",
2016,Korea_U_Seoul,"The goal of their project is to improve both of these problems. They used agar as the fuel, which is very abundant in the ocean but is not a primary food source for humans. ",
2016,TEC_GenetiX_CCM,The goal of their project is to inactivate the toxins and facilitate the cleaning of residual water and polluted water bodies.,
2016,NAWI-Graz,"The goal of this project is to construct 4 different strains containing one toxin/ antitoxin, a chromoprotein for visualization and a DAM methylase for a higher mutation rate. the different strains then fight against each other. ",
2016,Leiden,"The Leiden iGEM team will equip the bacterium Escherichia coli with the tools to convert the toxic perchlorate into chloride and oxygen by introducing a set of codon-optimized genes from Dechloromonas aromatica, encoding for the perchlorate reductase complex and chlorite dismutase. ",
2016,BIOSINT_Mexico,The main aim of their project is to successfully introduce a couple of enzymes into E. coli’s genome so it can biosynthesize this important molecule. ,
2016,WashU_StLouis,"The Nitrogen Project, of which this iGEM team is a part, seeks to drastically reduce the quantity of nitrogen-based fertilizers used in agriculture. ",
2016,USP_UNIFESP-Brazil,"The objective of this project is to produce a biomaterial for immobilizing proteins initially directed to application on burns, using immobilized enzibiotics. ",
2016,UT-Tokyo,The purpose of their project is creating a genetic circuit functional in E. coli which allows E. coli to switch or loop back its gene expression and phenotype when each cell division takes place.,
2016,UPO-Sevilla,The purpose of this project is to generate a platform P. putida strain to catalyze biofilm-based conversion of glycerol to interesting end-products.,
2016,LN-Shiyan-China,The purpose ofprojrct is to eliminate organophosphorous pesticides residue on the vegetables and fruit since in China and  other places organophosphorous pesticides residue exist and can be harmful to human beings. ,
2016,Sydney_Australia,The sticker is a cell-based biosensor containing E. coli that express two Mycobacteria proteins.,
2016,Paris_Bettencourt,The team is using synthetic biology to replace PERC with a biological alternative. ,
2016,UPF-CRG_Barcelona,"Their aim is to develop a supplementary probiotic that, used in a regular and preventive way, can reduce the amount of polyamines that our body absorbs, so as to maintain their concentrations within a healthy level. ",
2016,UNebraska-Lincoln,Their approach is to engineer an E. coli that has these capabilities and will not be harmful to the environment.,
2016,Gifu,Their goal is to single out something that can catalyze the degradation of uric acid to urea and make it possible to wash away by rainwater.,
2016,USNA-Annapolis,Their goal of this project has two components. The first is to create a program to mathematically model both normal and conotoxin-affected intracellular ion concentrations.,
2016,Uppsala,"Their goal was to develop a method of making microfluidics more available to iGEM teams and researchers, while also creating tools that could be combined with these chips.",
2016,UAM_Poznan,"Their group aims to generate sugar-induced expression system for Escherichia coli, which consists of promoters induced by arabinose, rhamnose, xylose and melibiose.",
2016,LMU-TUM_Munich,Their interdisciplinary work entails creating a novel bioink that exploits the rapid and specific interaction of biotin and its tetrameric binding protein streptavidin. ,
2016,UFAM-UEA_Brazil,"Their main goal is to develop revolutionary bioremediation methods, structured as: Design and Characterization of a Library of new promoters regulated by mercury.",
2016,METU_HS_Ankara,Their modified bacteria will cause a formation of a microenvironment through a specific cancer binding peptide again produced by Esherichia coli BL21(DE3) strain that will be attached on surface of CaCo-2 cancer cell with already mutated and induced type1 pili structure,
2016,Macquarie_Australia,Their overall goal is to engineer photosynthesis into E.coli to producing hydrogen from sunlight.,
2016,Ionis_Paris,"Their product is a biosensor. Potheyred by modified E.coli cell, it's able to integrate a specific pollutant and respond to it by emitting bioluminescence. The key is the XylR protein, known to bind to certain aromatic compounds such as the toluene and benzene (two important pollutants). Once bound to those molecules, the XylR protein will form a tetramer and bind the Pu promoter. Pu promoter activation would then trigger luciferase synthesis and therefore bioluminescence production.",
2016,Glasgow,"Their project aims to create a yogurt enriched with β-carotene, a precursor to vitamin A",
2016,NYU-AD,"Their project aims to develop a portable, consumer-focused device to detect the presence of SLT in foods. ",
2016,Washington,Their project aims to reduce the amount of time and effort needed to maintain cultures through the creation of an affordable image analysis system.,
2016,KoreaSonyeodul,Their project can maintain their lives through consuming Styrofoam due to the microorganism in their guts that degrade the Styrofoam.,
2016,ShanghaitechChina,"Their project chooses CsgA, the self-assembling monomer of the curli fiber in E. Coli biofilm to immobilize quantum dots and hydrogenase.",
2016,ShanghaiTechChina_B,"Their project chooses CsgA, the self-assembling monomer of the curli fiber in E. Coli biofilm to immobilize quantum dots and hydrogenase.",
2016,Concordia,Their project consists of equipping microbes with nanoparticles and engaging them into battle. ,
2016,SCUT-China_B,Their project proposes to induce targeted apoptosis of lung cancer cells through regulating bax and bcl2 expression by tumor specific CRISPRi/a system.,
2016,IngenuityLab_Canada,Their project seeks to manufacture nanostructures. By bridging the two opposite approaches together we have devised a method to create a modular nanowires.,
2016,NTU-Singapore,Their project this summer aims to improve the CRISPR/Cas9 Tool Box for genome engineering and regulation. ,
2016,Denver_Biolabs,"Their project uses yeast to detect the presence of a specific medication, oxytocin – a naturally occurring hormone and medication that prevents postpartum hemorrhage during childbirth – the leading cause of maternal mortalities worldwide.",
2016,Melbourne,"Their project, StarScaffold, builds on the work of the 2014 Melbourne iGEM team on star-like peptides, a special type of protein backbone with 4 arms.",
2016,UConn,Their research focuses on developing a novel thallium uptake system by overexpression of the endogenous Trk protein complex in E. coli.,
2016,SDU-Denmark,Their solution to antibiotics focuses on infections that occur in wounds which today are treated with band-aids and antibiotic therapy. ,
2016,Northwestern,"Their team aims to deliver Cas9 protein via bacterial outer membrane vesicles (OMVs), whose delivery selectivity and immunological toxicity can be modified. ",
2016,BNDS_China,Their team came up with this idea of making E. coli attracts calcium cations from hard water that serves as an affordable and functional form of hard water softener.,
2016,Genspace,"Their team expressed tardigrade proteins in E. coli to investigate their utility as stabilizing agents for biological products, including live cells and purified proteins.  ",
2016,NKU_China,"They  build a  sort of plasmids, loading CRISPR system, to realize the ""killing"" of harmful genes and/or organisms.",
2016,RHIT,They adapted two commonly used yeast expression vectors to the RFC 10 standard and used them to express yEGFP preceded by the mitochondrial localization signal from the mitoribosomal protein mRPS12. ,
