 Team  ,Year,SimpleDescription,Description,Keywords,Chassis
SDU-Denmark,2013," In this project we introduce prenyltransferase into E. coli and simultaneously manipulate the bacteria to produce more of the IPP links, consequently leading to the production of natural rubber in the bacterial setting.","The growing demand for natural rubber causes deforestation of the rainforest or occupation of arable lands, all due to the founding of new plantations. If producing rubber by bacteria succeeds, production of natural rubber will not be limited to the regions where the rubber tree can grow. Our project aims to make an E. coli strain able to produce natural rubber while grown under controlled conditions. Natural rubber is composed of polymerized IPP (isopentenyl pyrophoshate) units. E. coli already possesses the ability to produce IPP, but it lacks the polymerization enzyme, prenyltransferase, from the rubber tree. In this project we introduce prenyltransferase into E. coli and simultaneously manipulate the bacteria to produce more of the IPP links, consequently leading to the production of natural rubber in the bacterial setting.",natural rubber. IPP (isopentenyl pyrophoshate). prenyltransferase. IPP links. E. coli,E. coli
Wageningen_UR,2013,"The aim is to transfer the entire lovastatin metabolic pathway from A. terreus into a GRAS organism like Aspergillus niger. To expand our scope they will also be working on host engineering, trying to create a single cell phenotype of Aspergillus niger.","The fact that secondary metabolites are often synthesized as polymer backbones that are subsequently diversified greatly via the actions of tailoring enzymes sets the stage for combinatorial biochemistry because their biosynthesis is modular. One of the goals is to establish a modular system of domain shuffling to generate a plethora of novel enzymes with new and improved functionalities. The production of lovastatin, a drug used in lowering LDL cholesterol for patients suffering from cardiovascular disease, has been chosen as a proof of principle. The aim is to transfer the entire lovastatin metabolic pathway from A. terreus into a GRAS organism like Aspergillus niger. To expand our scope they will also be working on host engineering, trying to create a single cell phenotype of Aspergillus niger. To increase the accessibility of our host they also deliver a set of tools, which include ATP and pH biosensors, cytoskeletal gfp-fusions and chromoproteins.",secondary metabolites. tailoring enzymes. modular. lovastatin. Aspergillus niger. ,E. coli
 Greensboro-Austin,2013, Using an Expanded Genetic Code product bioadhesive.,"Mussel adhesive proteins (MAPs) are water-resistant bioadhesives that have a variety of biomedical and construction applications. Replicating the natural properties of MAPs through in vivo production using microbes is difficult as it depends on post-translational modifications, primarily the hydroxylation of tyrosine residues to L-DOPA. Since adhesiveness is correlated with L-DOPA content, the project aims to improve the adhesive properties of MAPs by utilizing a strain which inserts the non-canonical amino acid L-DOPA at UAG stop codons during translation. When combined with the in vivo production of free L-DOPA, this system is a significant step towards rapid, cost-effective MAPs production. They also worked on degrading odorous compounds, computationally modeled the detection of potentially dangerous oligo orders, and created BactoArt using inducible fluorescent proteins. Additionally, they created the Open Sequence Initiative, which is focused on updating the standards for submitting BioBricks to the iGEM Registry.",BactoArt.  L-DOPA. MAPs. water-resistant bioadhesives. cost-effective,E. coli
Tsinghua-E,2013,Darwinian evolution for microbial cell factory:in vivo evolution engineering towards tryptophan-overproduction superbug,"Darwinian evolution shows great power in creating incredible biological function in amazing speed. Inspired by this, they aimed at creating novel fast and irrational microbial cell factory by simulating natural Darwinian evolution process. With tryptophan as target product, a novel tryptophan biosensor utilizing translating ribosome mechanism was firstly developed as the foundation for tryptophan productivity and selection pressure switch module. They further constructed this tryptophan overproduction selection gene circuit coupling with in vivo mutation machine (mutator gene of mutD). By fine-tuning the selection conditions,  selection circuit showed good tryptophan dependent growth property, which provides the foundation for further evolution. As a preliminary result of this project, they successfully evolved an ancestor with zero productivity to a high-tryptophan producer only after several rounds of evolution.",Darwinian evolution. cell factory. tryptophan. tryptophan biosensor. mutator gene of mutD,E. coli
Yale,2013,they evaluate the potential of using multiplex automated genome engineering to raise both yields and chain lengths of biosynthesized PLA by directing the E. coli metabolism to funnel resources toward PLA production without sacrificing the organism’s viability. ,"Poly(lactic acid) (PLA) is a biodegradable, biocompatible, bioresorbable, thermoplastic bioplastic that offers many advantages over other biomaterials in both commercial and medical applications. The current chemical method of synthesizing PLA is expensive, and the required processing and purifying steps use many environmentally unfriendly chemicals. Recently, E. coli has been engineered to produce PLA, but low yields and short chain lengths prevent the approach’s commercial use. Here, they evaluate the potential of using multiplex automated genome engineering to raise both yields and chain lengths of biosynthesized PLA by directing the E. coli metabolism to funnel resources toward PLA production without sacrificing the organism’s viability. Efficient biosynthesis of PLA, which may be thus achieved, would be a significant step in reducing the impact of plastic waste, and would benefit those receiving bone implants. It would also open up a new possibility in rapid manufacturing of personalized bone implants using three-dimensional printers.",PLA. bioplastic. multiplex automated genome engineering. Efficient biosynthesis. bone implants,E. coli
Imperial_College,2013,Plasticity: Engineering microbes to make environmentally friendly plastics from non-recyclable waste,"Accumulation of waste represents a considerable problem to humanity. Over the next 50 years, the global community will produce approximately 2 trillion tonnes of waste, or 2.5 times the weight of Mount Everest. Traditionally, mixed non-recyclable waste is sent to landfill or for incineration, both of which result in environmental damage. The detrimental effects are perpetrated by the plastic degradation into toxic byproducts and the production of greenhouse gases by these processes. As an alternative they propose to upcycle this mixed waste into the bioplastic poly-3-hydroxybutyrate (P3HB) to create a closed loop recycling system.Engineered E. coli will operate within sealed bioreactors. In the future they picture the use of our system in a variety of contexts as part of our M.A.P.L.E. (Modular And Plastic Looping E.coli) system.",waste. P3HB.  M.A.P.L.E.  greenhouse gases. E. coli,E. coli
Wageningen_UR,2013,"The aim is to transfer the entire lovastatin metabolic pathway from A. terreus into a GRAS organism like Aspergillus niger. To expand our scope they will also be working on host engineering, trying to create a single cell phenotype of Aspergillus niger.","The fact that secondary metabolites are often synthesized as polymer backbones that are subsequently diversified greatly via the actions of tailoring enzymes sets the stage for combinatorial biochemistry because their biosynthesis is modular. One of the goals is to establish a modular system of domain shuffling to generate a plethora of novel enzymes with new and improved functionalities. The production of lovastatin, a drug used in lowering LDL cholesterol for patients suffering from cardiovascular disease, has been chosen as a proof of principle. The aim is to transfer the entire lovastatin metabolic pathway from A. terreus into a GRAS organism like Aspergillus niger. To expand our scope they will also be working on host engineering, trying to create a single cell phenotype of Aspergillus niger. To increase the accessibility of our host they also deliver a set of tools, which include ATP and pH biosensors, cytoskeletal gfp-fusions and chromoproteins.",secondary metabolites. tailoring enzymes. modular. lovastatin. Aspergillus niger. ,E. coli
 Greensboro-Austin,2013, Using an Expanded Genetic Code product bioadhesive.,"Mussel adhesive proteins (MAPs) are water-resistant bioadhesives that have a variety of biomedical and construction applications. Replicating the natural properties of MAPs through in vivo production using microbes is difficult as it depends on post-translational modifications, primarily the hydroxylation of tyrosine residues to L-DOPA. Since adhesiveness is correlated with L-DOPA content, the project aims to improve the adhesive properties of MAPs by utilizing a strain which inserts the non-canonical amino acid L-DOPA at UAG stop codons during translation. When combined with the in vivo production of free L-DOPA, this system is a significant step towards rapid, cost-effective MAPs production. They also worked on degrading odorous compounds, computationally modeled the detection of potentially dangerous oligo orders, and created BactoArt using inducible fluorescent proteins. Additionally, they created the Open Sequence Initiative, which is focused on updating the standards for submitting BioBricks to the iGEM Registry.",BactoArt.  L-DOPA. MAPs. water-resistant bioadhesives. cost-effective,E. coli
Tsinghua-E,2013,Darwinian evolution for microbial cell factory:in vivo evolution engineering towards tryptophan-overproduction superbug,"Darwinian evolution shows great power in creating incredible biological function in amazing speed. Inspired by this, they aimed at creating novel fast and irrational microbial cell factory by simulating natural Darwinian evolution process. With tryptophan as target product, a novel tryptophan biosensor utilizing translating ribosome mechanism was firstly developed as the foundation for tryptophan productivity and selection pressure switch module. They further constructed this tryptophan overproduction selection gene circuit coupling with in vivo mutation machine (mutator gene of mutD). By fine-tuning the selection conditions,  selection circuit showed good tryptophan dependent growth property, which provides the foundation for further evolution. As a preliminary result of this project, they successfully evolved an ancestor with zero productivity to a high-tryptophan producer only after several rounds of evolution.",Darwinian evolution. cell factory. tryptophan. tryptophan biosensor. mutator gene of mutD,E. coli
Yale,2013,they evaluate the potential of using multiplex automated genome engineering to raise both yields and chain lengths of biosynthesized PLA by directing the E. coli metabolism to funnel resources toward PLA production without sacrificing the organism’s viability. ,"Poly(lactic acid) (PLA) is a biodegradable, biocompatible, bioresorbable, thermoplastic bioplastic that offers many advantages over other biomaterials in both commercial and medical applications. The current chemical method of synthesizing PLA is expensive, and the required processing and purifying steps use many environmentally unfriendly chemicals. Recently, E. coli has been engineered to produce PLA, but low yields and short chain lengths prevent the approach’s commercial use. Here, they evaluate the potential of using multiplex automated genome engineering to raise both yields and chain lengths of biosynthesized PLA by directing the E. coli metabolism to funnel resources toward PLA production without sacrificing the organism’s viability. Efficient biosynthesis of PLA, which may be thus achieved, would be a significant step in reducing the impact of plastic waste, and would benefit those receiving bone implants. It would also open up a new possibility in rapid manufacturing of personalized bone implants using three-dimensional printers.",PLA. bioplastic. multiplex automated genome engineering. Efficient biosynthesis. bone implants,E. coli
Imperial_College,2013,Plasticity: Engineering microbes to make environmentally friendly plastics from non-recyclable waste,"Accumulation of waste represents a considerable problem to humanity. Over the next 50 years, the global community will produce approximately 2 trillion tonnes of waste, or 2.5 times the weight of Mount Everest. Traditionally, mixed non-recyclable waste is sent to landfill or for incineration, both of which result in environmental damage. The detrimental effects are perpetrated by the plastic degradation into toxic byproducts and the production of greenhouse gases by these processes. As an alternative they propose to upcycle this mixed waste into the bioplastic poly-3-hydroxybutyrate (P3HB) to create a closed loop recycling system.Engineered E. coli will operate within sealed bioreactors. In the future they picture the use of our system in a variety of contexts as part of our M.A.P.L.E. (Modular And Plastic Looping E.coli) system.",waste. P3HB.  M.A.P.L.E.  greenhouse gases. E. coli,E. coli
UC_Chile,2013,Whateversisome: create your own bacterial functional organelle,"Compartmentalization is a characteristic of complex biological systems. Carboxysomes are proteinaceous bacterial microcompartments that evolved to optimize bacterial metabolic reactions. They sought to take advantage of this biological principle to design a platform for in vitro metabolic engineering. Whateversisome it’s based on two hypotheses: the targeting signal to the microcompartment is present in a subunit of RuBisCO and that after isolation Carboxysomes can maintain their metabolic capacity in vitro. To address these hypotheses, they designed a system to target proteins of interest to the Carboxysome using RuBisCO subunits as targeting signals. They showed colocalization of GFP fusion proteins and Carboxysome shell-proteins fused to RFP. Second, they designed a simple system for Carboxysome purification based on biotinylation that should enable easy isolation of recombinant Whateversisomes. Their approach would enable combinatorial in vitro metabolic engineering by producing and combining arbitrary Whateversisomes. This project takes advantage of subcellular organizational principles for metabolic engineering.",Compartmentalization. Carboxysomes. RuBisCO. RFP. GFP,E. coli
Minnesota,2013,The pMNBB vector system: A toolkit approach for engineering Pichia pastoris,"Currently, there is a significant gap in available resources for transformation and expression of foreign proteins in the industrially-relevant yeast model, Pichia pastoris. To address this, they have constructed pMNBB, a versatile shuttle vector system. pMNBB vectors provide researchers a modular BioBrick platform to introduce synthetic pathways into E. coli and also the option to rapidly transfer these constructs into P. pastoris. Not only is this vector system designed for integration of expression cassettes into the P. pastoris genome, but they have also added elements which allow for the episomal maintenance of these plasmids. Moreover, these vectors are amenable to trans-kingdom conjugation (TKC). Rather than following a yeast transformation protocol that can take days to weeks, their constructs may be introduced to a yeast culture in roughly one hour. Finally, as a proof-of-concept, they use the pMNBB vector system to produce and secrete active human insulin from P. pastoris.",Pichia pastoris.pMNBB. E. coli. TKC. constructs,E. coli 
USP-Brazil,2013,"Their product is a bioengineered sensor, which will be able to detect levels of methanol above 2% in common alcoholic drinks.","Their product is a bioengineered sensor, which will be able to detect levels of methanol above 2% in common alcoholic drinks. This will allow government to make high-throughput screening of ethanol drinks tainted will methanol. The device will be used as an initial low cost and portable test. The construction is based on the pAOX promoter, which is activated by methanol and repressed by ethanol. Several parts of the device must be tuned for proper function in Pichia pastoris; pAOX promoter, red fluorescent protein (RFP), Mxr1p transcriptional factor and FLD promoter. Since they aim to develop a product ready for the consumer to use, they plan to develop a plastic container for the lyophilized yeast, printed by 3D printer, that will help perform the test and will also contain the yeast. After use, the container will be able to apply bleach to eliminate the yeast.",bioengineered sensor. alcoholic. pAOX promoter. RFP. 3D printer,Pichia pastoris
BIT-China,2013,Intelligent Microbial Heat Regulating Engine,"To keep the cells in a good condition, cooling system is used to control the temperature in fermentation process. However, the cooling system can result in a great consumption of energy, which increases the cost of production and causes resources wasting, global warming indirectly. To settle this problem, they constructed an Intelligent Microbial Heat Regulating Engine (I'MHeRE), which includes the customized thermo-tolerance system and the intelligent quorum regulating system, to help cells resist heat by regulating the expression of heat shock proteins and controlling the density of cells. The chassis host with I'MHeRE may make the fermentation less depend on the cooling system and shrink cost. Besides, cells could live well in higher temperature, because we extend their optimum living temperature and make them live in optimizing density. Owing to this, the activity of the enzymes in cells could be increased and the efficiency of microbial metabolism could be improved.",cooling system. fermentation. heat shock proteins. Intelligent. enzymes,E. coli
EPF_Lausanne,2013,Taxi.Coli: smart drug delivery," The team’s vision is to build a biosynthetic drug delivery concept. The key word of this project is “adaptability”. Our goal is to explore a way of using E.Coli as a highly modular carrier, opening the gate to several applications and alternatives in disease treatments. Using the principles of synthetic biology, we engineered a gelatinase secreting E. Coli able to bind gelatin nanoparticles using a biotin-streptavidin interaction and release them in a corresponding location. The drug delivery system is built in three parts: 1) the nanoparticle binding and 2) the environment sensing that 3) triggers the gelatinase release of the engineered E. Coli, liberating the content of the nanoparticle. The nanoparticles made of gelatin are able to carry any type of organic compound leading to a wide range of applications.",adaptability. drug delivery. gelatinase. E. coli. biotin-streptavidin interaction,E. coli
SJTU-BioX-Shanghai,2013,we aim to combine two systems together in order to provide a universal and convenient tool which can be used to regulate different genomic genes simultaneously and independently in a quantitative way. ,"Few researches have been done to regulate gene expression levels in genomic scale so far. This year we aim to combine two systems together in order to provide a universal and convenient tool which can be used to regulate different genomic genes simultaneously and independently in a quantitative way. 

Our project involves the newly developed gene regulating tool CRISPRi and three light-controlled expression systems induced by red, green, and blue light respectively. Simply by changing the regulating parts in CRISPRi system towards mRFP, luciferase, and three enzymes, we hope to prove our system can be used qualitatively, quantitatively and practically step by step. 

We have also designed a box and written a software as our experiment measurements. Simply by typing in several parameters, different gene expression levels can be controlled. This system can also be improved to predict the maximized producing efficiency after some simple tests in future.",CRISPRi. light-controlled. mRFP. luciferase. enzymes,E. coli
Pretoria_UP,2016,"Using a specially engineered aptamer and graphene cathode, they have designed a photo-bioelectrochemical cell system, in order to convert light into electricity.","Thylakoid can split water and release free electrons with the energy from light. Graphene serves as a great cathode to accept those electrons for its superconductivity. Specialized DNA strands called aptamers can tether graphene and thylakoid together, thus conforming thylakoid proteins in their optimal orientation.","Energy production, bioelectrical engineering, artificial photosynthesis, photosystem, aptamer, laccase.",Cell free system with isolated contents
Nanjing-China ,2016,"They built an artificial photosynthetic system in model organism E.coli with the help of metal-binding proteins and surface display machinery. Using silicon polymer encapsulation, they improved the extreme oxygen intolerance of reductive enzymes.","Semiconductors, but not chlorophylls, serve as the electron transmitter in artificial photosynthesis. They induced E.coli to express a modified CdS nanoparticles seen on the Moorella thermoacetica cell walls. And they designed a silicon encapsulation for differentiate the oxygen concentration, to avoid severing those extremely oxygen intolerant enzymes. Raw materials are expressed by chassis cells and self-assembly to aggregated “E.coli balls”. For harvesting the energy yielded from artificial photosynthesis, they chose hydrogenase, which produces hydrogen with free protons and electrons. This system could be further exploited for wider application, such as direct production of wanted chemicals. ","artificial photosynthesis, photosystem, energy production, E.coli, self-assembly, nanoparticles, surface display.",E.coli
KOREA_U_SEOUL ,2016,An Agar utilizing microbial fuel cell combining E.coli and shewanella oneidensis MR-1. E.coli degrades agar and ultimately produces lactate and formate which shewanella oneidensis can use as substrate. NADH yielded in the process is oxidized by diaphorase to generate electricity as well.,"shewanella oneidensis MR-1 can reduce metal instead of oxygen, thus generating electricity in a battery device. However it cannot utilize galactose yielded from degrading agar. So they co-cultured E.coli BW25113, which is able to utilize galactose to produce formate and lactate for MR-1. Diaphorase is a type of enzyme that can generate electricity using NAD(P)H as the source of electron. All three parts were combined together as an integrated device which outputs electrical current. ","fuel cell, biofuel, bioelectrical engineering, agar","shewanella oneidensis MR-1, E.coli"
Macquarie_Australia ,2016,"They assembled the Chlorophyll biosynthesis pathway and photosystem II in E. coli. The chlorophyll will bind to Photosystem II to generate hydrogen ions, oxygen and electrons from the oxidation of water. The hydrogen ions and electrons generated from Photosystem II can then be converted to hydrogen gas using a Hydrogenase.","Mg-Protoporphyrin IX pathway was assembled in E.coli. To increase chlorophyll a synthesis, heme production pathway (ferrochelatase) had been eliminated by CRISPR/Cas9 knockout. Extracted from Chlamydomonas reinhardtii, the Photosystem II complex used has 17 genes. These 17 genes, involved with the Photosystem II construction, are grouped into 5 operons. They produced [Fe] Hydrogenase, ferredoxin, and maturation enzymes in E.coli. In conjunction, they reduce hydrogen ions and electrons to produce hydrogen gas. They have synthesized all four genes (hyd1, hydEF, hydG, and Ferredoxin), as gBlocks and successfully ligated all 4 gBlocks into Biobricks. By knocking out the hemH gene that produces Ferrachelatase in heme biosynthesis pathway using CRISPR/Cas9 approach, more Protoporphyrin IX can be accumulated, providing more substrate for Chlorophyll synthesis pathway.","Photosystem, hydrogen production, biofuel, CRISPR/Cas9",E.coli
UESTC-China ,2016,"By co-expressing both PETase and other metabolizing enzymes in E. coli, PlastiValue system greatly facilitates the degradation efficiency of PET plastics and meanwhile produce valuable resources such as different kinds of alcohols.","By co-expressing both PETase and other metabolizing enzymes in E. coli, PlastiValue system greatly facilitates the degradation efficiency of PET plastics and meanwhile produce valuable resources such as different kinds of alcohols. They assembled three module plasmids into E.coli chassis, respectively for PET and MHET degradation, TCA cycle intermediates. production and alcohols yielding metabolism. Results showed successful PET degradation and production of various alcohols.","Plastics degradation, PET, MHET, biofuel.",E.coli
Aalto-Helsinki,2016,Detecting cyanobacterial toxin microcystin from water bodies and degrading it at certain concentration by modified brewing yeast Saccharomyces cerevisiae strain VL3. ,"The first product is for toxin detecting. With modified surface transporter of yeast strain VL3, toxin microcystin can be transported into the cell. When microcystin is imported into eukaryotic cells, it causes oxidative stress. This increases the activity of certain transcription factors, which activate genes involved in the oxidative stress response. YFP will be expressed when the water contains microcystin, thus contamination is indicated by color shown on the portable device. The second product is a capsule contaning microcystinase and lysozyme. It would be used only for relatively small volumes of water.","Cyanobacterial toxin, microcystin, eutrophication, yeast, biodegradation",Saccharomyces cerevisiae
Aix-Marseille,2016,"Modified E.coli and Desulfovibrio vulgaris flagellin with metal-binding peptides can bind platinum particles in the soil, thus recycling precious platinum leaked and precipitated alongside many main roads and highways.","platinum is used in large quantity for automobile catalytic converter to reduce air pollutants like nitro dioxide. siderophores are molecule secreted by bacteria to bind metal iron. A high affinity of Desferrioxamine B ( produce by Streptomyces coelicolor) for tetravalent metal ions, specifically platinum. A biobrick with coding sequence corresponding to the 4 enzymes involved on the metabolic pathway of Desferrioxamine B has been assembled in E. coli. Flagellin containing specific peptides will bind the free or available ions in the medium and reduce them into reduced nanoparticles usable in industry. A simple centrifugation of the flagellin binding the platinum allows platinum recycling.","Platinum bio-absorption, flagellin, metal binding peptide, metal recycling.",E.coli
BGU_ISRAEL,2016,Degrading PET plastics by coculturing Pseudomonas putida and E.coli with rationally redesigned LC-Cutinase enzyme.,"Manufacturing PET from fossil fuels is an energy consuming process. In addition, current solutions for the disposal of PET, such as recycling and burying are also energy consuming. Bacteria require certain conditions to maintain viability, such as temperature, so they need to be supplied in ways that will maintain a positive energy balance. P. putida is considered an exoelectrogen (i.e. bacteria that is able to respire its excess electrons through electrodes), and since PET is a polymer that contains a large amount of energy in its carbon-carbon bonds, excess energy released by engineered P. putida from terephthalate degradation will be harnessed and utilized in a microbial fuel cell (MFC), leading to an efficient and energy producing, rather than a simple degradation of PET. This energy can be utilized in a device yet to be made, for the maintenance of growth conditions or the pretreatment of PET to render it to be degraded more easily by the engineered bacteria.","Plastic degradation, biofuel, microbial fuel cell, protein rational design",Pseudomonas putida and E.coli
ColumbiaU_NYC,2016,engineering a harmless strain of bacteria that can secrete rhamnolipids as a means to prevent mosquito bites.,"Mosquito experiments demonstrated that once the concentration is elevated mosquitoes will be repelled by the rhamnolipids produced by the team's construct. Regarding safety, rhamnolipid survival assays show that Rhamnolipid will not severely affect the growth of skin bacteria such as S. epidermidis and S. aureus. Staphylococcus transformation was attempted and would have been a more permanent solution for Rhamnolipid productions, since S. epidermidis is a natural 70% coloniser of human skin. Keratinocytes experiments revealed that safety is not a prominent worry as rhamnolipids did not significantly cause cell death of healthy human skin cells in an acute setting nor did high concentration of bacteria cause significant cell death.","mosquito repellant, alternative to chemical repellant, rhamnolipids",Pseudomonas putida and E.coli
Chalmers_Gothenburg,2016,A system enabling the direct conversion of atmospheric carbon dioxide into commercially used chemicals that are currently derived from fossil sources of carbon,"The project is divided into two systems: either with a prokaryotic or a eukaryotic production organism. For the prokaryotic organisms, arginine is overproduced and secreted. The cyanobacterium, which has its own gene coding for arginine biosynthesis knocked out, is therefore allowed to grow. The same strategy is used for the eukaryotic system, except glutamine is used instead of arginine. In both systems cyanobacteria will secrete acetate, acetate will be the only carbon source available for the production organisms thus leading to a co-dependency.","carbon fixing, photosynthesis, coculture","Bacillus subtilis, Escherichia coli, Yarrowia lipolytica and Saccharomyces cerevisiae"
Cambridge-JIC,2015,"constructed an Open-source, 3D printable fluorescence microscope.","Because of the high cost of traditional fluorescence microscope, the team develops a cheap, adaptable and compact alternative, OpenScope. It is a 3D-printable, low-cost digital microscope powered by Raspberry Pi? and Arduino?. The microscope supports bright-field and fluorescence modes with a resolution of four microns. MicroMaps integrates the microscope on a remodeled, motorised translation stage. OpenScope and MicroMaps are easily reproducible following the open source documentation. （荧光显微镜）",3d printing；microscope ；OpenScope；MicroMaps,none
Cooper_Union,2015,constructed a personal DNA synthesizer.,"Loomino is an enzyme based DNA synthesizer that combines the de novo synthesis capabilities of the enzyme TdT  (terminal deoxynucleotidyl transferase), along with the controllable addition of 3’ reversible protective group nucleotides (3’ RPG-dNTPs). By programming Loomino to perform sequential addition, decoupling and wash steps with user specified 3’ RPG-dNTPs, an ssDNA molecule can be synthesized de novo, to the user’s specifications. ",DNA de novo synthesis；Terminal deoxynucleotidyltransferase (TdT),none
Sherbrooke ,2015,set up a Automated Robotic Platform for Synthetic Biology Protocols,"The team designs and builds a robotic platform to automate biology lab protocols. Manipulations included in the protocols and supported by our platform are pipetting, magnetisation, temperature control, turbidity measurement, and centrifuging. ",3D printing；Biobot Control Software；magnetic stir bar,E. coli
Tsinghua,2015,used three colors to store digital data in E. coli,"The team established a biological information storage platform with visible lights as input, and DNA sequences edited by modified recombinase as information stored. A hardware with genetically modified bacteria. Stored information is read out by the means of DNA sequencing. ","DNA chip, light-switchable system, dCas9, DNA sequencing",E. coli
TU_Delft,2015,connected E.coli through nanowires to make 3D printable biofilms,"The team printed biofilms in a reproducible and automated way. They achieved this by engineering E. coli cells that link to each other through nanowires upon induction and they printed these cells by means of our “do-it-yourself” K?NEX printer. Next to biofilm-removal testing, this technique can be used for industrial production processes. To summarize, they aim to develop a new standard for biofilm production, develop their own printer and analyse the market potential of our system.","3D printing, rhamnose, CsgA, CsgB, alginate, DIY, biofilm",E. coli
TU_Darmstadt,2015,"used xylitol, itaconic acid and ethylene glycol to 3D-printing","The team produced monomer compounds in E.coli, nominal xylitol, itaconic acid and ethylene glycol by metabolic engineering. Those compounds were combined by a chemical hydrolysis reaction creating a pre-polymer. The final polymerization reaction is promoted when defined light waves hit the pre-polymer liquid transforming it into a solid polymer. This technology is used to advance medical engineering.","3D printing, Stereolithography (SLA), Killswitch ",E. coli
WLC-Milwaukee,2015,Phage therapy through TolC protein,"Antibiotic resistance is a growing problem facing both patients and physicians worldwide. Phage therapy, the focus of WLC-Milwaukee, is a potential alternative to antibiotics. The team sought bacteriophages specific to the gram negative protein tolC, an outer-membrane efflux pore protein. TolC is of interest due to its role in certain antibiotic resistances, as bacteria use it to pump antibiotics out. TolC homologs are found in a variety of gram negative bacteria, including those causing diarrheal diseases. They focused on expressing tolC found in pathogenic bacteria, such as Cholera and Salmonella, in E. coli. The transgenic strains of E. coli were used to search for bacteriophages specific human GI tract pathogens. ","Antibiotic resistance, Phage therapy",E. coli
Oxford,2015,Release of biofilm-disrupting and antimicrobial proteins from E.coli via targeted secretion and host cell lysis ,"Because of the overuse of antibiotics in urinary tract infection (UTIs) therapy, bacteria develop biofilm and antibiotics resistance to withstand antibiotics. The team develop a bacteriotherapy through the following methods. 1. Constant secretion of biofilm-degrading enzyme: Dispersin B (DspB), micrococcal DNase. 2. Production and accumulation of antibacterial Artilysin Art-175 (Art-175), Microcin S (MccS), Art-E. 3. Detection of pathogenic bacteria via quorum sensing promoter pLsr. 4. Permeabilization of inner membrane by T4 Holin. 5. Access and lysis of host cell wall by Art-175. 6. Release of Art-175 and lysis of target cell.","biofilm, lysis, holin, quorum sensing, cell lysis",E. coli
uOttawa,2015,Simulating stem cells for tomorrow's treatments,"Cell differentiation is the focus of much exciting research, but the current hypothesis on how cells specialize depends on epigenetic modification – the activation and suppression of a large part of the genome at once. However, this approach does not explain many complex and finely-tuned phenomena in the cell. The team believe that a special genetic network, known as a “tri-stable switch,” can model cell differentiation. This network would allow a cell to “specialize” from a quasi-pluripotent state to one of two differentiated states. By repurposing native transcription factors, they can build such a switch in the organism Saccharomyces cerevisiae, or baker’s yeast.","stem cells, differentiation, Tri-stable switch",yeast
SCUT-China,2015,modify the cGMP metabolic pathway in a human cell line to remedy myocardial diseases such as  hypertrophy,"Cyclic  guanosine monophosphate (cGMP) is a critical second messenger molecule involved in myocardial diseases such as  hypertrophy. The team try to modify the cGMP metabolic pathway in a human cell line. They up-regulate the soluble guanylate cyclase(sGC), an enzyme that synthesize cGMP from GTP，by overexpressing the α and β subunits of sGC in a mammalian cell line. However, elevated level of cGMP leads to the feed-back expression of PDE5A, a cGMP-specific phosphodiesteras that degrades cGMP. Thus, they further knock out the PDE5A gene. To achieve controllable up-regulation of cGMP level in the cell, they also propose a hypoxia-inducible operon,HRE,as a switch to up regulate cGMP only in hypoxia situation.","myocardial disease, soluble guanylate cyclase (sGC), hypoxia-inducible factor (HIF), phosphodiesterase 5A (PDE5A)",mammalian
Stockholm,2015,The Affibody-Based Bacterial Biomarker Assay,"Early disease diagnosis still represents one of the most crucial issues in modern medicine. The team wants to develop a transferable, biological detection system for different diseases using HER-2, a breast cancer biomarker. Therefore, they created a novel class of chimeric receptors based on the Bacterial antigen receptors (BARs) EnvZ. They substituted a part of the periplasmic domain of EnvZ with an exchangable, but highly-specific protein binder, an Affibody molecule. Upon antigen binding, the receptor would trigger the OmpR signaling cascade leading to the production of  quorom sensing molecules which activate transcription of a fluorescent signal in a separated read-out strain. Taken together, this system could be a transferable method for biomarker detection.","breast cancer, quorum sensing, OmpR, Bacterial antigen receptors (BARs)",E. coli
BIT,2015,Detect disease through thrombin and its aptamer,"Human body is bound to cause a certain or some large molecular abnormalities in the human body before most of the disease occurs. So the team designed a way to detect the differences of thrombin. The increase of thrombin detect by the sensor E.coli. It will cause the increase of protein LasI, which catalyze matrix producing a large number of small molecules PAI.  PAI diffuse into the amplifier E.coli, causing the amplification of signal. GFP will be generated at last.","thrombin, glycopeptide, aptamer",E. coli
Manchester-Graz,2015,"The Self-Regulating, L-DOPA-Producing Gut Bacteria","iGEM Manchester-Graz’s aim is to take the first steps in the development of a novel technology for drug delivery by developing self-regulating, drug-producing bacteria. In the future, they could be incorporated into patients’ gut microflora to secrete medicines directly inside the body. They focused on the treatment of early stages of Parkinson’s disease, for which the current treatment involves oral administration of L-DOPA. To control the bacterial L-DOPA production in the gut, theyplan to develop a multidimensional, cell density-dependent auto-regulation system that could also be used to control other multistep enzyme pathways. Since Manchester-Graz is an inter-European Team, the Manchester sub-team is working on L-DOPA biosynthesis in E. coli BL21(DE3) and Nissle 1917, while the Graz sub-team is developing the regulation system in the aforementioned strains. The project will be combined in a way that the regulation system would control the rate of biosynthesis for the accurate dosage.","Parkinson’s disease, flux balance analysis, quorum sensing, dopamine",E. coli
